"","X","trial_num","image_ID_targets","image_ID_pairs","response_pairs","ID","target_global","target_local","target_number","target_spacing","target_confound","pair_left_global","pair_left_local","pair_left_number","pair_right_global","pair_right_local","pair_right_number","Age","Range","choice","choice_number"
"194",4,4,"1_R.png","1_R.png","m","blg014","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"8","6 to 8","local",0
"195",5,5,"10.png","4.png","z","blg014","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"8","6 to 8","local",0
"196",6,6,"8_R.png","2_R.png","z","blg014","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"8","6 to 8","local",0
"197",7,7,"5_R.png","1_R.png","m","blg014","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"8","6 to 8","local",0
"198",8,8,"4.png","2.png","m","blg014","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"8","6 to 8","local",0
"199",9,9,"10_R.png","4_R.png","m","blg014","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"8","6 to 8","local",0
"200",10,10,"12_R.png","4_R.png","z","blg014","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"8","6 to 8","local",0
"201",11,11,"1.png","1.png","z","blg014","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"8","6 to 8","local",0
"202",12,12,"11.png","3.png","z","blg014","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"8","6 to 8","local",0
"203",13,13,"3.png","1.png","m","blg014","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"8","6 to 8","local",0
"204",14,14,"2.png","2.png","z","blg014","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"8","6 to 8","local",0
"205",15,15,"7_R.png","1_R.png","z","blg014","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"8","6 to 8","local",0
"206",16,16,"12.png","4.png","m","blg014","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"8","6 to 8","local",0
"207",17,17,"7.png","1.png","m","blg014","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"8","6 to 8","local",0
"208",18,18,"9.png","3.png","z","blg014","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"8","6 to 8","global",1
"209",19,19,"4_R.png","2_R.png","z","blg014","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"8","6 to 8","local",0
"210",20,20,"6_R.png","2_R.png","m","blg014","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"8","6 to 8","local",0
"211",21,21,"8.png","2.png","m","blg014","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"8","6 to 8","local",0
"212",22,22,"6.png","2.png","z","blg014","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"8","6 to 8","local",0
"213",23,23,"2_R.png","2_R.png","m","blg014","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"8","6 to 8","local",0
"214",24,24,"11_R.png","3_R.png","m","blg014","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"8","6 to 8","local",0
"215",1,1,"9_R.png","3_R.png","m","blg015","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"6","6 to 8","global",1
"216",2,2,"8.png","2.png","z","blg015","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"6","6 to 8","global",1
"217",3,3,"12.png","4.png","z","blg015","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"6","6 to 8","global",1
"218",4,4,"8_R.png","2_R.png","m","blg015","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"6","6 to 8","global",1
"219",5,5,"1.png","1.png","m","blg015","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"6","6 to 8","global",1
"220",6,6,"5.png","1.png","m","blg015","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"6","6 to 8","global",1
"221",7,7,"6.png","2.png","m","blg015","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"6","6 to 8","global",1
"222",8,8,"3.png","1.png","z","blg015","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"6","6 to 8","global",1
"223",9,9,"10.png","4.png","z","blg015","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"6","6 to 8","local",0
"224",10,10,"5_R.png","1_R.png","z","blg015","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"6","6 to 8","global",1
"225",11,11,"11_R.png","3_R.png","z","blg015","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"6","6 to 8","global",1
"226",12,12,"7.png","1.png","z","blg015","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"6","6 to 8","global",1
"227",13,13,"4_R.png","2_R.png","m","blg015","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"6","6 to 8","global",1
"228",14,14,"11.png","3.png","m","blg015","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"6","6 to 8","global",1
"229",15,15,"12_R.png","4_R.png","m","blg015","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"6","6 to 8","global",1
"230",16,16,"9.png","3.png","z","blg015","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"6","6 to 8","global",1
"231",17,17,"2.png","2.png","z","blg015","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"6","6 to 8","local",0
"232",18,18,"7_R.png","1_R.png","m","blg015","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"6","6 to 8","global",1
"233",19,19,"1_R.png","1_R.png","z","blg015","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"6","6 to 8","global",1
"234",20,20,"10_R.png","4_R.png","z","blg015","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"6","6 to 8","global",1
"235",21,21,"6_R.png","2_R.png","z","blg015","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"6","6 to 8","global",1
"236",22,22,"4.png","2.png","z","blg015","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"6","6 to 8","global",1
"237",23,23,"3_R.png","1_R.png","m","blg015","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"6","6 to 8","global",1
"238",24,24,"2_R.png","2_R.png","m","blg015","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"6","6 to 8","local",0
"239",1,1,"10_R.png","4_R.png","z","blg016","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"6","6 to 8","global",1
"240",2,2,"8.png","2.png","m","blg016","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"6","6 to 8","local",0
"241",3,3,"12.png","4.png","z","blg016","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"6","6 to 8","global",1
"242",4,4,"3_R.png","1_R.png","z","blg016","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"6","6 to 8","local",0
"243",5,5,"4_R.png","2_R.png","m","blg016","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"6","6 to 8","global",1
"244",6,6,"1.png","1.png","z","blg016","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"6","6 to 8","local",0
"245",7,7,"6.png","2.png","z","blg016","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"6","6 to 8","local",0
"246",8,8,"7_R.png","1_R.png","z","blg016","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"6","6 to 8","local",0
"247",9,9,"5_R.png","1_R.png","m","blg016","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"6","6 to 8","local",0
"248",10,10,"5.png","1.png","z","blg016","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"6","6 to 8","local",0
"249",11,11,"2_R.png","2_R.png","m","blg016","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"6","6 to 8","local",0
"250",12,12,"2.png","2.png","m","blg016","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"6","6 to 8","global",1
"251",13,13,"10.png","4.png","m","blg016","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"6","6 to 8","global",1
"252",14,14,"1_R.png","1_R.png","m","blg016","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"6","6 to 8","local",0
"253",15,15,"11_R.png","3_R.png","z","blg016","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"6","6 to 8","global",1
"254",16,16,"8_R.png","2_R.png","m","blg016","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"6","6 to 8","global",1
"255",17,17,"11.png","3.png","m","blg016","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"6","6 to 8","global",1
"256",18,18,"9_R.png","3_R.png","z","blg016","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"6","6 to 8","local",0
"257",19,19,"3.png","1.png","z","blg016","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"6","6 to 8","global",1
"258",20,20,"6_R.png","2_R.png","z","blg016","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"6","6 to 8","global",1
"259",21,21,"4.png","2.png","z","blg016","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"6","6 to 8","global",1
"260",22,22,"9.png","3.png","m","blg016","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"6","6 to 8","local",0
"261",23,23,"12_R.png","4_R.png","z","blg016","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"6","6 to 8","local",0
"262",24,24,"7.png","1.png","m","blg016","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"6","6 to 8","local",0
"263",1,1,"3_R.png","1_R.png","z","blg017","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"5","5","local",0
"264",2,2,"12_R.png","4_R.png","z","blg017","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"5","5","local",0
"265",3,3,"6_R.png","2_R.png","m","blg017","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"5","5","local",0
"266",4,4,"4_R.png","2_R.png","z","blg017","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"5","5","local",0
"267",5,5,"1_R.png","1_R.png","m","blg017","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"5","5","local",0
"268",6,6,"2_R.png","2_R.png","m","blg017","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"5","5","local",0
"269",7,7,"7.png","1.png","m","blg017","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"5","5","local",0
"270",8,8,"10.png","4.png","z","blg017","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"5","5","local",0
"271",9,9,"3.png","1.png","m","blg017","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"5","5","local",0
"272",10,10,"9.png","3.png","m","blg017","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"5","5","local",0
"273",11,11,"5.png","1.png","z","blg017","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"5","5","local",0
"274",12,12,"11_R.png","3_R.png","m","blg017","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"5","5","local",0
"275",13,13,"1.png","1.png","z","blg017","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"5","5","local",0
"276",14,14,"11.png","3.png","z","blg017","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"5","5","local",0
"277",15,15,"5_R.png","1_R.png","m","blg017","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"5","5","local",0
"278",16,16,"8.png","2.png","m","blg017","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"5","5","local",0
"279",17,17,"8_R.png","2_R.png","z","blg017","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"5","5","local",0
"280",18,18,"7_R.png","1_R.png","z","blg017","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"5","5","local",0
"281",19,19,"9_R.png","3_R.png","z","blg017","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"5","5","local",0
"282",20,20,"10_R.png","4_R.png","m","blg017","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"5","5","local",0
"283",21,21,"2.png","2.png","z","blg017","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"5","5","local",0
"284",22,22,"4.png","2.png","m","blg017","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"5","5","local",0
"285",23,23,"12.png","4.png","m","blg017","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"5","5","local",0
"286",24,24,"6.png","2.png","z","blg017","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"5","5","local",0
"287",1,1,"7.png","1.png","m","blg018","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"5","5","local",0
"288",2,2,"9_R.png","3_R.png","z","blg018","square","square",9,"unspaced",0,"triangle","square",3,"square","triangle",4,"5","5","local",0
"289",3,3,"9.png","3.png","m","blg018","square","square",9,"unspaced",0,"square","triangle",4,"triangle","square",3,"5","5","local",0
"290",4,4,"12_R.png","4_R.png","z","blg018","triangle","square",6,"unspaced",0,"square","square",4,"triangle","triangle",3,"5","5","local",0
"291",5,5,"2_R.png","2_R.png","m","blg018","square","triangle",4,"unspaced",0,"square","square",9,"triangle","triangle",6,"5","5","local",0
"292",6,6,"8.png","2.png","m","blg018","triangle","square",3,"spaced",0,"triangle","triangle",6,"square","square",9,"5","5","local",0
"293",7,7,"8_R.png","2_R.png","z","blg018","triangle","square",3,"spaced",0,"square","square",9,"triangle","triangle",6,"5","5","local",0
"294",8,8,"10.png","4.png","m","blg018","square","triangle",9,"unspaced",0,"triangle","triangle",3,"square","square",4,"5","5","global",1
"295",9,9,"6_R.png","2_R.png","z","blg018","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"5","5","global",1
"296",10,10,"1_R.png","1_R.png","m","blg018","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"5","5","local",0
"297",11,11,"4.png","2.png","m","blg018","triangle","square",3,"unspaced",0,"triangle","triangle",6,"square","square",9,"5","5","local",0
"298",12,12,"12.png","4.png","z","blg018","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"5","5","global",1
"299",13,13,"5.png","1.png","z","blg018","square","square",4,"spaced",0,"triangle","square",6,"square","triangle",9,"5","5","local",0
"300",14,14,"3_R.png","1_R.png","z","blg018","triangle","triangle",3,"unspaced",0,"square","triangle",9,"triangle","square",6,"5","5","local",0
"301",15,15,"7_R.png","1_R.png","m","blg018","triangle","triangle",3,"spaced",0,"square","triangle",9,"triangle","square",6,"5","5","global",1
"302",16,16,"11.png","3.png","m","blg018","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"5","5","global",1
"303",17,17,"11_R.png","3_R.png","z","blg018","triangle","triangle",6,"unspaced",0,"triangle","square",3,"square","triangle",4,"5","5","global",1
"304",18,18,"3.png","1.png","z","blg018","triangle","triangle",3,"unspaced",0,"triangle","square",6,"square","triangle",9,"5","5","global",1
"305",19,19,"5_R.png","1_R.png","z","blg018","square","square",4,"spaced",0,"square","triangle",9,"triangle","square",6,"5","5","global",1
"306",20,20,"2.png","2.png","m","blg018","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"5","5","global",1
"307",21,21,"4_R.png","2_R.png","z","blg018","triangle","square",3,"unspaced",0,"square","square",9,"triangle","triangle",6,"5","5","local",0
"308",22,22,"1.png","1.png","m","blg018","square","square",4,"unspaced",0,"triangle","square",6,"square","triangle",9,"5","5","global",1
"309",23,23,"6.png","2.png","m","blg018","square","triangle",4,"spaced",0,"triangle","triangle",6,"square","square",9,"5","5","global",1
"310",24,24,"10_R.png","4_R.png","z","blg018","square","triangle",9,"unspaced",0,"square","square",4,"triangle","triangle",3,"5","5","global",1
"311",1,1,"1_R.png","1_R.png","m","blg019","square","square",4,"unspaced",0,"square","triangle",9,"triangle","square",6,"5","5","local",0
"312",2,2,"2.png","2.png","z","blg019","square","triangle",4,"unspaced",0,"triangle","triangle",6,"square","square",9,"5","5","local",0
"313",3,3,"6_R.png","2_R.png","m","blg019","square","triangle",4,"spaced",0,"square","square",9,"triangle","triangle",6,"5","5","local",0
"314",4,4,"11.png","3.png","z","blg019","triangle","triangle",6,"unspaced",0,"square","triangle",4,"triangle","square",3,"5","5","local",0
"315",5,5,"7.png","1.png","m","blg019","triangle","triangle",3,"spaced",0,"triangle","square",6,"square","triangle",9,"5","5","local",0
"316",6,6,"12.png","4.png","m","blg019","triangle","square",6,"unspaced",0,"triangle","triangle",3,"square","square",4,"5","5","local",0
